accuracy,loss,val_accuracy,val_loss
0.84035325050354,0.3512530028820038,0.9778130054473877,0.06522662937641144
0.9850543737411499,0.04679989442229271,0.9984152317047119,0.023692026734352112
0.9989809989929199,0.007720337714999914,0.9984152317047119,0.007386923301964998
0.9993206262588501,0.003291286528110504,0.996830403804779,0.007709592115134001
0.999660313129425,0.003498184261843562,0.9984152317047119,0.006795553490519524
0.9989809989929199,0.0028359401039779186,0.9920760989189148,0.015827052295207977
1.0,0.0015414167428389192,0.9984152317047119,0.00900000799447298
1.0,0.00017480459064245224,0.9984152317047119,0.0065229227766394615
1.0,0.00014340580673888326,0.9984152317047119,0.008638756349682808
1.0,0.0001007823011605069,0.9984152317047119,0.0064583127386868
0.999660313129425,0.0011595122050493956,0.9984152317047119,0.008109554648399353
0.961277186870575,0.11639304459095001,0.996830403804779,0.0402715839445591
0.9959239363670349,0.014707035385072231,0.9984152317047119,0.011780169792473316
